course_title,skills,rating,num_reviews,level,content_duration,is_paid,clean_course_title
Introduction to Spreadsheets and Models,"{"" Data Analysis"","" Forecasting"","" General Statistics"","" Microsoft Excel"","" Spreadsheet Software"","" Statistical Analysis"","" Basic Descriptive Statistics"","" Business Analysis"","" Statistical Tests"","" Correlation And Dependence"","" Computer Programming""}",4.2,3700.0,2,14,0.0,Introduction Spreadsheets Models
"Concepts, Strategies, and Analytics in Performance Marketing and Digital Advertising","{"" Advertising"","" Advertising Sales"","" Digital Marketing"","" Google App Engine"","" Market Research"","" Marketing"","" Search Engine Optimization"","" E-Commerce"","" Marketing Management"","" Strategy"","" Social Media""}",4.5,650.0,0,135,0.0,Concepts Strategies Analytics Performance Marketing Digital Advertising
Improving Communication Skills,"{"" Communication"","" Negotiation""}",4.7,1900.0,0,14,0.0,Improving Communication Skills
Social Media Marketing in Practice,"{"" Marketing"","" Communication"","" Digital Marketing"","" Social Media"","" Strategy"","" Media Strategy & Planning"","" Brand Management"","" Advertising"","" Strategy and Operations"","" Leadership and Management"","" Influencing"","" Marketing Management"","" Problem Solving""}",4.5,316.0,0,135,0.0,Social Media Marketing Practice
Marketing Mix Implementation,"{"" Marketing"","" Product Strategy"","" Strategy"","" Customer Analysis"","" Market Analysis"","" Retail Sales"","" Strategy and Operations"","" Brand Management"","" Leadership and Management"","" Customer Relationship Management"","" Product Management"","" Sales"","" Business Development"","" Communication"","" Market Research"","" Marketing Management"","" Retail Store Operations"","" Supply Chain and Logistics"","" Advertising"","" Business Analysis"","" Business Psychology"","" Cost Accounting"","" Design and Product"","" Media Strategy & Planning"","" Finance"","" Marketing Psychology"","" Public Relations""}",4.7,5600.0,0,135,0.0,Marketing Mix Implementation
Introduction to Electronics,"{"" Problem Solving""}",4.7,2400.0,2,60,0.0,Introduction Electronics
Industrial Biotechnology,"{""(3.1k reviews)""}",4.7,3100.0,0,60,0.0,Industrial Biotechnology
SAS Visual Business Analytics,"{"" Data Analysis"","" Data Visualization"","" SAS (Software)"","" Interactive Data Visualization"","" Business Analysis"","" Data Analysis Software"","" Statistical Visualization"","" Data Management"","" Statistical Programming"","" Data Visualization Software"","" Business Intelligence"","" Exploratory Data Analysis"","" Data Structures"","" Statistical Analysis"","" Visualization (Computer Graphics)"","" Computer Graphics"","" Network Analysis"","" Algorithms"","" Forecasting""}",4.7,1100.0,0,135,0.0,SAS Visual Business Analytics
Fundamentos del marketing digital y comercio electrónico,"{"" E-Commerce"","" Marketing"","" Strategy""}",4.9,595.0,0,14,0.0,Fundamentos del marketing digital comercio electrnico
Information​ ​Systems,"{"" Business Process Management"","" Leadership and Management"","" Strategy and Operations"","" Business Transformation"","" Project Management"","" Business Analysis"","" Data Management"","" Product Management"","" Business Development"","" Planning"","" Process Analysis"","" Software As A Service"","" Business Design"","" Communication"","" Organizational Development"","" Risk Management"","" Agile Software Development"","" Cloud Computing"","" Operations Management"","" Systems Design"","" Cloud Load Balancing"","" Computer Architecture"","" Design and Product"","" Security Engineering"","" Software-Defined Networking"","" Supply Chain and Logistics"","" BlockChain"","" Cloud Storage"","" Machine Learning Algorithms"","" Mobile Security"","" Operating Systems""}",4.8,1800.0,0,135,0.0,Information Systems
Fundamentals of Machine Learning for Healthcare,"{"" Machine Learning""}",4.8,352.0,0,60,0.0,Fundamentals Machine Learning Healthcare
Learn to Program: The Fundamentals,"{"" Computer Programming"","" Python Programming"","" Computational Logic"","" Problem Solving"","" Programming Principles"","" Computer Programming Tools"","" Critical Thinking"","" Computational Thinking"","" Algorithms"","" Mathematics""}",4.7,6300.0,0,60,0.0,Learn Program Fundamentals
Food & Beverage Management,"{"" Design and Product"","" Marketing"","" Business Analysis"","" Customer Analysis"","" Product Marketing"","" Product Strategy"","" Brand Management"","" Leadership and Management"","" Market Analysis"","" Sales"","" Strategy"","" Strategy and Operations""}",4.8,4300.0,2,60,0.0,Food  Beverage Management
AI For Everyone （すべての人のためのAIリテラシー講座）,"{"" Applied Machine Learning"","" Deep Learning"","" Machine Learning"","" Machine Learning Software"","" Business Analysis"","" Business Process Management"","" Data Analysis"","" Human Learning"","" Machine Learning Algorithms"","" Algorithms""}",4.8,245.0,0,60,0.0,AI AI
Introduction to English Common Law,"{""(1.7k reviews)""}",4.8,1700.0,0,60,0.0,Introduction English Common Law
Linux and Private Cloud Administration on IBM Power Systems,"{"" Computer Architecture"","" Cloud Computing"","" IBM Cloud"","" Cloud Platforms"","" Operating Systems"","" Cloud Infrastructure"","" Cloud Management"","" Other Cloud Platforms and Tools"","" Systems Design"","" Computer Networking"","" Linux""}",4.8,930.0,1,135,0.0,Linux Private Cloud Administration IBM Power Systems
Suporte em TI do Google,"{"" Computer Networking"","" Network Security"","" Communication"","" Computer Architecture"","" Customer Support"","" Operating Systems"","" Network Architecture"","" Networking Hardware"","" Security Engineering"","" Network Model"","" Cloud Computing"","" Software As A Service"","" System Security"","" System Software"","" Network Analysis"","" Software Security"","" Human Computer Interaction"","" Cryptography"","" Leadership and Management"","" Security Software"","" Problem Solving"","" Computer Security Incident Management"","" Linux"","" Machine Learning Software""}",4.9,6100.0,0,135,0.0,Suporte em TI Google
Project Management: Foundations and Initiation,"{"" Leadership and Management"","" Project Management"","" Planning"","" Strategy and Operations"","" People Management"","" Performance Management"","" Product Management"","" Business Communication"","" Business Process Management"","" Strategy""}",4.8,300.0,0,14,0.0,Project Management Foundations Initiation
Terrorism and Counterterrorism: Comparing Theory and Practice,"{""(3.1k reviews)""}",4.8,3100.0,0,60,0.0,Terrorism Counterterrorism Comparing Theory Practice
Fundamentals of Engineering Exam Review,"{""(602 reviews)""}",4.7,602.0,2,60,0.0,Fundamentals Engineering Exam Review
Tally Bookkeeper,"{"" Accounting Software"","" Accounting"","" Finance"","" Financial Accounting"","" General Accounting"","" Data Management"","" Taxes"","" Billing & Invoicing"","" Cash Management"","" Cost Accounting"","" Inventory Management"","" Supply Chain and Logistics"","" Financial Management"","" Payments"","" Accounts Payable and Receivable"","" Business Analysis"","" Data Analysis"","" Financial Analysis"","" Banking"","" Budget Management"","" Corporate Accouting"","" Data Architecture"","" Shipping and Receiving""}",4.5,94.0,0,135,0.0,Tally Bookkeeper
Using Python to Interact with the Operating System,"{"" Computer Programming"","" Python Programming""}",4.7,5900.0,0,60,0.0,Python Interact Operating System
Integrative Health and Medicine,"{"" Leadership and Management""}",4.8,1600.0,0,135,0.0,Integrative Health Medicine
International Law in Action: the Arbitration of International Disputes,"{""(1.1k reviews)""}",4.8,1100.0,2,60,0.0,International Law Action Arbitration International Disputes
DataOps Methodology,"{"" Data Management"","" Leadership and Management"","" Data Analysis"","" Data Architecture"","" Data Model""}",4.7,38.0,0,60,0.0,DataOps Methodology
Introduction to Computer Science and Programming,"{"" Mathematical Theory & Analysis"","" Mathematics"","" Problem Solving"","" Algebra"","" Calculus"","" Computer Networking"","" Applied Mathematics"","" Critical Thinking"","" Theoretical Computer Science"","" Computer Programming"","" Javascript""}",4.2,1400.0,0,135,0.0,Introduction Computer Science Programming
"Cybersecurity Roles, Processes & Operating System Security","{"" Cloud Computing"","" Linux"","" Operating Systems"","" System Security""}",4.6,5200.0,0,60,0.0,Cybersecurity Roles Processes  Operating System Security
Sports Marketing,"{"" Communication"","" Marketing""}",4.7,1200.0,1,60,0.0,Sports Marketing
Version Control,"{"" Collaboration"","" Linux"","" Software Engineering"","" Software Engineering Tools"","" Web Development""}",4.6,2500.0,0,14,0.0,Version Control
Become a Journalist: Report the News!,"{"" Journalism"","" Communication"","" Writing""}",4.7,1600.0,0,135,0.0,Journalist Report News
Introduction to Deep Learning & Neural Networks with Keras,"{"" Algorithms"","" Artificial Neural Networks"","" Deep Learning"","" Human Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Network Model"","" Applied Machine Learning"","" Network Architecture"","" Python Programming"","" Regression""}",4.7,1400.0,1,60,0.0,Introduction Deep Learning  Neural Networks Keras
Professionalism in Allied Health,"{"" Communication"","" Leadership and Management""}",4.8,97.0,0,60,0.0,Professionalism Allied Health
"Python, Bash and SQL Essentials for Data Engineering","{"" Computer Programming"","" Programming Principles"","" Python Programming"","" Computer Programming Tools"","" Data Management"","" Data Structures"","" Cloud Applications"","" Databases"","" Software Engineering Tools"","" SQL"","" Exploratory Data Analysis"","" Operating Systems"","" Amazon Web Services"","" Data Analysis"","" Extract"","" Transform"","" Load"","" Cloud Engineering"","" Cloud Platforms"","" DevOps"","" Machine Learning"","" Problem Solving"","" Small Data"","" Big Data"","" Computational Logic"","" Linux"","" Database Application""}",4.5,298.0,0,135,0.0,Python Bash SQL Essentials Data Engineering
Introduction to Programming with MATLAB,"{"" Computer Programming"","" Matlab"","" Problem Solving"","" Programming Principles""}",4.8,17300.0,0,60,0.0,Introduction Programming MATLAB
Introduction to Clinical Data,"{"" Data Analysis"","" Data Mining""}",4.6,250.0,0,60,0.0,Introduction Clinical Data
American Contract Law I,"{"" Contract Management""}",4.9,856.0,0,60,0.0,American Contract Law
Data Collection and Processing with Python,"{"" Computer Programming"","" Python Programming""}",4.7,3800.0,1,14,0.0,Data Collection Processing Python
Wireshark for Beginners: Capture Packets,"{""(46 reviews)""}",4.8,46.0,0,1,0.0,Wireshark Beginners Capture Packets
Fundamentals of Reinforcement Learning,"{"" Machine Learning"","" Reinforcement Learning"","" Machine Learning Algorithms"","" Python Programming"","" Statistical Programming"","" Computer Programming"","" Decision Making""}",4.8,2700.0,1,60,0.0,Fundamentals Reinforcement Learning
Strategic Management and Innovation,"{"" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Business Development"","" Organizational Development"","" Decision Making"","" Marketing"","" Planning"","" Entrepreneurship"","" Sales"","" Business Transformation"","" Communication"","" Product Strategy"","" Business Analysis"","" Operations Management"","" Collaboration"","" Employee Relations"","" Innovation""}",4.7,4800.0,0,135,0.0,Strategic Management Innovation
Computational Social Science,"{"" Big Data"","" Computational Thinking"","" Data Analysis"","" Machine Learning"","" Human Learning"","" Network Analysis"","" Machine Learning Algorithms"","" Social Media"","" Critical Thinking"","" Data Management"","" Natural Language Processing"","" Algorithms"","" Exploratory Data Analysis"","" Network Architecture"","" Network Model"","" Probability & Statistics"","" Theoretical Computer Science"","" Applied Machine Learning"","" Computer Networking"","" Computer Programming"","" Data Model"","" Statistical Machine Learning"","" General Statistics"","" Graph Theory""}",4.6,914.0,0,135,0.0,Computational Social Science
CompTIA a+_ cyber,"{"" Cloud Computing"","" Cyberattacks"","" Data Management"","" Human Computer Interaction"","" Network Security"","" Operating Systems""}",4.5,11.0,0,60,0.0,CompTIA a cyber
Advanced Business Analytics,"{"" Data Analysis"","" Business Analysis"","" Exploratory Data Analysis"","" Statistical Analysis"","" Data Management"","" Probability & Statistics"","" Data Model"","" Decision Making"","" Data Analysis Software"","" General Statistics"","" Statistical Visualization"","" Data Visualization"","" Correlation And Dependence"","" Mathematics"","" Regression"","" Business Intelligence"","" Mathematical Theory & Analysis"","" Business Communication"","" Communication"","" Data Structures"","" Databases"","" Plot (Graphics)"","" Database Application"","" Extract"","" Transform"","" Load"","" SQL"","" Machine Learning""}",4.6,5000.0,1,135,0.0,Advanced Business Analytics
Fundamentals of GIS,"{"" ArcGIS"","" Data Visualization"","" GIS Software"","" Data Visualization Software"","" Databases"","" Geovisualization"","" Interactive Data Visualization""}",4.8,5400.0,0,14,0.0,Fundamentals GIS
Making Architecture,"{"" Creativity""}",4.8,1300.0,0,14,0.0,Making Architecture
Développement psychologique de l'enfant,"{""(641 reviews)""}",4.9,641.0,0,60,0.0,Dveloppement psychologique de lenfant
Natural Language Processing with Attention Models,"{"" Artificial Neural Networks"","" Deep Learning"","" Natural Language Processing"","" Machine Learning"","" Python Programming"","" Statistical Programming""}",4.4,931.0,1,14,0.0,Natural Language Processing Attention Models
How Things Work: An Introduction to Physics,"{"" Critical Thinking"","" Experiment"","" Problem Solving"","" Angular"","" Mathematical Theory & Analysis"","" Scientific Visualization"","" Deep Learning"","" Feature Engineering"","" Reinforcement Learning""}",4.8,2800.0,1,60,0.0,Things Work Introduction Physics
Aspectos básicos del diseño de la experiencia del usuario,"{"" Research and Design"","" User Experience"","" User Experience Design"","" Leadership and Management"","" Persona Research"","" Collaboration"","" Communication"","" Graphic Design"","" User Research"","" Visual Design""}",4.9,2600.0,0,14,0.0,Aspectos bsicos del diseo de la experiencia del usuario
Object-Oriented Data Structures in C++,"{"" C Programming Language Family"","" Computer Programming"","" Data Structures"","" Theoretical Computer Science""}",4.7,2900.0,1,14,0.0,ObjectOriented Data Structures C
Entrepreneurship 1: Developing the Opportunity,"{"" Entrepreneurship"","" Planning"","" Strategy"","" Business Design"","" Business Development"","" Critical Thinking"","" Innovation"","" Market Research"","" Product Strategy"","" User Research""}",4.8,4100.0,2,60,0.0,Entrepreneurship 1 Developing Opportunity
Inspired Leadership,"{"" Leadership and Management"","" Communication"","" Emotional Intelligence"","" Leadership Development"","" Influencing"","" Human Resources"","" Change Management"","" Critical Thinking"","" Business Psychology"","" Organizational Development"","" Strategy"","" Collaboration"","" Entrepreneurship"","" Human Learning"","" Professional Development"","" Strategy and Operations"","" Marketing"","" People Analysis"","" Negotiation""}",4.7,2300.0,1,135,0.0,Inspired Leadership
Excel Skills for Business: Intermediate I,"{"" Business Analysis"","" Data Analysis"","" Microsoft Excel"","" Spreadsheet Software"","" Plot (Graphics)"","" Databases""}",4.9,16500.0,1,60,0.0,Excel Skills Business Intermediate
Digital Transformation Using AI/ML with Google Cloud,"{"" Cloud Computing"","" Business Transformation"","" Business Analysis"","" Data Management"","" Google Cloud Platform"","" Data Analysis"","" Machine Learning"","" Applied Machine Learning"","" Cloud Applications"","" Cloud Clients"","" Cloud Infrastructure"","" Cloud Platforms"","" Cloud-Based Integration"","" Human Learning"","" Innovation"","" Kubernetes"","" Machine Learning Software"","" Other Cloud Platforms and Tools"","" Customer Analysis"","" Machine Learning Algorithms"","" Strategy"","" Strategy and Operations"","" Algorithms"","" Business Intelligence"","" Google App Engine"","" Organizational Development"","" Software Engineering Tools""}",4.7,6200.0,0,135,0.0,Digital Transformation AIML Google Cloud
"Divide and Conquer, Sorting and Searching, and Randomized Algorithms","{"" Algorithms"","" Theoretical Computer Science"","" Computational Thinking"","" Computer Programming"","" Critical Thinking"","" Mathematics"","" Problem Solving"","" Computational Logic"","" Mathematical Theory & Analysis"","" Programming Principles""}",4.8,5100.0,1,14,0.0,Divide Conquer Sorting Searching Randomized Algorithms
Sales Operations/Management,"{"" Sales"","" Leadership and Management"","" Strategy and Operations"","" Compensation"","" Marketing"","" Human Resources"","" Salesforce"","" Strategy"","" Training"","" Organizational Development"","" Planning"","" Entrepreneurship"","" Recruitment"","" Forecasting""}",4.5,342.0,0,135,0.0,Sales OperationsManagement
Cybersecurity,"{"" Security Engineering"","" System Security"","" Software Security"","" Cyberattacks"","" Security Software"","" Software Testing"","" Systems Design"","" Computer Programming"","" Cryptography"","" Network Security"","" Software Engineering"","" User Experience"","" Design and Product"","" Algorithms"","" Critical Thinking"","" Human Computer Interaction"","" Mathematics"","" Programming Principles"","" Theoretical Computer Science"","" User Research"","" Security Strategy"","" System Software"","" Mathematical Theory & Analysis"","" Hardware Design""}",4.6,5300.0,1,135,0.0,Cybersecurity
Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,"{"" Leadership and Management"","" Organizational Development"","" Strategy"","" Strategy and Operations"","" Business Transformation"","" Critical Thinking"","" Business Process Management"","" Change Management"","" Employee Relations"","" Innovation""}",4.6,752.0,2,60,0.0,Corporate Sustainability Understanding Seizing Strategic Opportunity
The Fundamentals of Personal Finance,"{"" Finance"","" Planning"","" Risk Management"","" Financial Management"","" Cash Management"","" Accounting"","" Taxes""}",4.6,221.0,0,135,0.0,Fundamentals Personal Finance
Data Analytics in the Public Sector with R,"{"" Data Analysis"","" Exploratory Data Analysis"","" Leadership and Management"","" General Statistics"","" R Programming"","" Statistical Programming""}",4.7,36.0,1,135,0.0,Data Analytics Public Sector R
Machine Learning Modeling Pipelines in Production,"{"" Cloud Computing"","" Google Cloud Platform"","" Machine Learning""}",4.3,376.0,3,60,0.0,Machine Learning Modeling Pipelines Production
First Principles of Computer Vision,"{"" Computer Vision"","" Mathematics"","" Algebra"","" Algorithms"","" Computational Thinking""}",4.7,144.0,0,135,0.0,Principles Computer Vision
"Negotiation, Mediation and Conflict Resolution","{"" Communication"","" Marketing"","" Negotiation"","" Sales"","" Collaboration"","" Leadership and Management"","" Business Communication"","" Business Psychology"","" Conflict Management"","" Culture"","" Human Resources"","" Leadership Development"","" Planning"","" Strategy""}",4.7,2000.0,0,135,0.0,Negotiation Mediation Conflict Resolution
Introduction to Agile Development and Scrum,"{"" Software Engineering"","" Agile Software Development"","" Scrum (Software Development)"","" Leadership and Management""}",4.9,1400.0,0,14,0.0,Introduction Agile Development Scrum
Fundamentals of Music Theory,"{""(1.7k reviews)""}",4.5,1700.0,0,60,0.0,Fundamentals Music Theory
Competitive Strategy and Organization Design,"{"" Strategy"","" Strategy and Operations"","" Leadership and Management"","" Marketing"","" Business Development"","" Business Design"","" Entrepreneurship"","" Human Resources"","" Organizational Development"","" Sales"","" Market Analysis"","" Product Strategy"","" Decision Making"","" Finance"","" Game Theory"","" Human Resources Operations"","" Innovation"","" Research and Design"","" Design and Product"","" Mergers & Acquisitions"","" Planning""}",4.7,3600.0,1,135,0.0,Competitive Strategy Organization Design
PwC GST Taxation Executive,"{"" Leadership and Management"","" Finance"","" Financial Analysis"","" Taxes"","" Problem Solving""}",4.6,52.0,0,135,0.0,PwC GST Taxation Executive
"Project Management Foundations, Initiation, and Planning","{"" Project Management""}",4.7,78.0,0,60,0.0,Project Management Foundations Initiation Planning
Google Cloud Big Data and Machine Learning Fundamentals,"{"" Big Data"","" Cloud Computing"","" Cloud Platforms"","" Google Cloud Platform"","" Human Learning"","" Machine Learning""}",4.7,15800.0,0,60,0.0,Google Cloud Big Data Machine Learning Fundamentals
Corporate & Commercial Law I: Contracts & Employment Law,"{"" Contract Management"","" Critical Thinking"","" Leadership and Management"","" Regulations and Compliance"","" Business Communication"","" Decision Making"","" Employee Relations"","" Negotiation"","" Human Resources"","" Strategy and Operations""}",4.8,1100.0,1,60,0.0,Corporate  Commercial Law I Contracts  Employment Law
Financial Acumen for Non-Financial Managers,"{"" Finance"","" Financial Analysis"","" Financial Management"","" Accounting"","" Accounts Payable and Receivable"","" Business Analysis"","" Financial Accounting"","" General Accounting"","" Management Accounting"","" Generally Accepted Accounting Principles (GAAP)""}",4.5,888.0,0,14,0.0,Financial Acumen NonFinancial Managers
Introduction to Finance: The Basics,"{"" Accounting"","" Finance"","" Financial Analysis"","" Financial Management"","" Cash Management"","" Financial Accounting"","" Leadership and Management"","" Accounts Payable and Receivable"","" Investment Management"","" Management Accounting""}",4.7,305.0,0,60,0.0,Introduction Finance Basics
Core Java,"{"" Computer Programming"","" Java Programming"","" Programming Principles"","" Software Engineering"","" Computer Programming Tools"","" Problem Solving"","" Software Engineering Tools"","" Application Development"","" Data Structures"","" Web Development"","" Mathematical Theory & Analysis"","" Computer Networking""}",4.6,2100.0,1,135,0.0,Core Java
CompTIA a+_ network,"{"" Data Management"","" Network Security"","" Networking Hardware""}",4.8,10.0,0,60,0.0,CompTIA a network
Healing with the Arts,"{""(866 reviews)""}",4.6,866.0,2,60,0.0,Healing Arts
Deploying Machine Learning Models in Production,"{"" Applied Machine Learning"","" DevOps"","" Devops Tools"","" Machine Learning"","" Machine Learning Software"","" Cloud Computing"","" Deep Learning"","" Google Cloud Platform"","" Other Cloud Platforms and Tools"","" Performance Management"","" Kubernetes""}",4.5,288.0,3,14,0.0,Deploying Machine Learning Models Production
Security and Privacy for Big Data - Part 1,"{"" Big Data"","" Computer Security Incident Management"","" Data Management"","" Network Security"","" Security Engineering"","" Security Strategy"","" Software Security"","" System Security"","" Computer Security Models"","" Cyberattacks""}",4.7,573.0,0,14,0.0,Security Privacy Big Data  1
Microsoft Azure AI Fundamentals AI-900 Exam Prep,"{"" Machine Learning"","" Microsoft Azure"","" Machine Learning Software"","" Applied Machine Learning"","" Human Learning"","" Machine Learning Algorithms"","" Natural Language Processing"","" Computer Vision"","" Algorithms"","" Training"","" Cloud Computing"","" Human Computer Interaction"","" Regression""}",4.6,511.0,0,135,0.0,Microsoft Azure AI Fundamentals AI900 Exam Prep
Excel for Beginners: Introduction to Spreadsheets,"{"" Microsoft Excel""}",4.6,57.0,0,1,0.0,Excel Beginners Introduction Spreadsheets
Machine Learning and Reinforcement Learning in Finance,"{"" Machine Learning"","" Human Learning"","" Machine Learning Algorithms"","" Algorithms"","" Finance"","" Mathematics"","" Regression"","" Statistical Machine Learning"","" Applied Machine Learning"","" Artificial Neural Networks"","" Deep Learning"","" Reinforcement Learning"","" Tensorflow""}",3.7,788.0,1,135,0.0,Machine Learning Reinforcement Learning Finance
Object Oriented Programming,"{""(59 reviews)""}",4.7,59.0,1,60,0.0,Object Oriented Programming
Nuts and Bolts of U.S. Immigration Law,"{""(95 reviews)""}",4.9,95.0,1,14,0.0,Nuts Bolts US Immigration Law
Learning Linux for LFCA Certification,"{"" Operating Systems"","" Linux"","" System Software"","" Cloud Computing"","" Computer Networking"","" DevOps"","" Network Security"","" Cloud Platforms"","" Computer Programming Tools"","" Software Engineering Tools"","" System Security"","" Application Development"","" Cloud Applications"","" Devops Tools"","" Security Engineering"","" System Programming"","" Information Technology""}",4.5,819.0,0,135,0.0,Learning Linux LFCA Certification
Customer Experiences with Contact Center AI - Dialogflow ES,"{"" Machine Learning"","" Natural Language Processing"","" Human Computer Interaction"","" Interactive Design"","" User Experience"","" Cloud-Based Integration"","" Applied Machine Learning"","" Design and Product"","" User Experience Design"","" Strategy and Operations"","" Application Development"","" Google Cloud Platform"","" Computer Programming"","" Software Architecture"","" Search Engine Optimization"","" Customer Relationship Management"","" Computer Architecture"","" Computer Programming Tools"","" Customer Success"","" Data Management"","" Operations Management""}",4.5,205.0,1,135,0.0,Customer Experiences Contact Center AI  Dialogflow ES
Introduction to AI in the Data Center,"{"" Deep Learning"","" Machine Learning""}",4.7,28.0,0,14,0.0,Introduction AI Data Center
"Decisions, Decisions: Dashboards and Reports","{"" Business Intelligence"","" Data Model"","" Tableau Software""}",4.8,358.0,3,60,0.0,Decisions Decisions Dashboards Reports
Generative AI Primer,"{""(30 reviews)""}",4.7,30.0,0,14,0.0,Generative AI Primer
"Organizational Leadership in Diversity, Equity & Inclusion","{"" Communication"","" Business Psychology"","" Employee Relations"","" Human Resources"","" Human Resources Operations"","" Leadership and Management"","" Culture"","" Entrepreneurship"","" Organizational Development"","" Business Analysis"","" Collaboration"","" People Development"","" Talent Management""}",4.8,187.0,1,135,0.0,Organizational Leadership Diversity Equity  Inclusion
Omnichannel Retail Strategy,"{"" Leadership and Management"","" Strategy"","" Retail Store Operations"","" E-Commerce"","" Marketing"","" Retail Sales"","" Sales"","" Strategy and Operations"","" Brand Management"","" Human Resources"","" Organizational Development"","" Supply Chain Systems"","" Supply Chain and Logistics"","" Data Analysis"","" Human Resources Operations"","" People Development"","" Performance Management"","" Talent Management"","" Operations Management"","" People Analysis"","" Product Strategy"","" Compensation""}",4.7,289.0,0,60,0.0,Omnichannel Retail Strategy
Excel/VBA for Creative Problem Solving,"{"" Spreadsheet Software"","" Computer Programming"","" Problem Solving"","" Microsoft Excel"","" Programming Principles"","" Data Analysis"","" Critical Thinking"","" Algorithms"","" Computer Programming Tools"","" Computational Logic"","" Computational Thinking"","" Data Analysis Software""}",4.8,4500.0,0,135,0.0,ExcelVBA Creative Problem Solving
From Excel to Power BI,"{"" Data Analysis"","" Data Model"","" Microsoft Excel"","" Power BI""}",4.4,149.0,0,14,0.0,Excel Power BI
"Speak English Professionally: In Person, Online & On the Phone","{"" Communication""}",4.7,9900.0,2,60,0.0,Speak English Professionally Person Online  Phone
Vital Signs: Understanding What the Body Is Telling Us,"{"" Health""}",4.8,6000.0,2,60,0.0,Vital Signs Understanding Body Telling
Visualizing the Living Body: Diagnostic Imaging,"{""(171 reviews)""}",4.8,171.0,1,60,0.0,Visualizing Living Body Diagnostic Imaging
TOEFL Preparation,"{"" Strategy"","" Writing""}",4.5,520.0,0,60,0.0,TOEFL Preparation
Equine Welfare and Management,"{""(343 reviews)""}",4.9,343.0,0,60,0.0,Equine Welfare Management
Understanding Einstein: The Special Theory of Relativity,"{"" Critical Thinking""}",4.9,2900.0,0,60,0.0,Understanding Einstein Special Theory Relativity
Design of Experiments,"{"" Probability & Statistics"","" Experiment"","" Statistical Analysis"","" General Statistics"","" Statistical Tests"","" Data Analysis"","" Research and Design"","" Regression"","" Plot (Graphics)"","" Data Analysis Software"","" Statistical Visualization""}",4.7,290.0,0,135,0.0,Design Experiments
Analyze Datasets and Train ML Models using AutoML,"{"" Amazon Web Services"","" Exploratory Data Analysis""}",4.5,420.0,3,14,0.0,Analyze Datasets Train ML Models AutoML
Introduction to Computer Vision and Image Processing,"{"" Computer Vision"","" Deep Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Artificial Neural Networks"","" Visualization (Computer Graphics)"","" Algorithms"","" Applied Machine Learning"","" Machine Learning Software"","" Python Programming"","" Computer Programming"","" Data Science""}",4.3,1000.0,0,60,0.0,Introduction Computer Vision Image Processing
Auditing I: Conceptual Foundations of Auditing,"{"" Accounting"","" Audit"","" Critical Thinking"","" Financial Analysis"","" Regulations and Compliance"","" Risk Management"","" Financial Accounting"","" General Accounting"","" Leadership and Management"","" Finance""}",4.7,517.0,1,60,0.0,Auditing I Conceptual Foundations Auditing
European Business Law,"{"" Regulations and Compliance"","" Business Development"","" Leadership and Management"","" Public Relations"","" Entrepreneurship"","" Contract Management"","" Critical Thinking"","" Decision Making"","" Employee Relations"","" Mergers & Acquisitions"","" Strategy and Operations"","" Taxes""}",4.8,1700.0,0,135,0.0,European Business Law
International Business Essentials,"{"" Mathematical Theory & Analysis"","" Leadership and Management"","" Linear Algebra"","" Probability & Statistics"","" Statistical Analysis"","" Algebra"","" Basic Descriptive Statistics"","" General Statistics"","" Mathematics"","" Organizational Development"","" Strategy"","" Critical Thinking"","" Decision Making"","" Problem Solving"","" Statistical Tests"","" Business Process Management"","" Communication"","" Calculus"","" Data Analysis"","" Strategy and Operations"","" Business Analysis"","" Business Development"","" Probability Distribution"","" Business Communication"","" Business Psychology"","" Collaboration"","" Conflict Management"","" Leadership Development"","" Operations Management"","" People Management"","" Performance Management"","" Correlation And Dependence"","" Marketing"","" Product Management"","" Product Strategy"","" Sales"","" Differential Equations"","" Change Management"","" Planning""}",4.6,1800.0,1,135,0.0,International Business Essentials
Introduction to Machine Learning,"{"" Applied Machine Learning"","" Artificial Neural Networks"","" Deep Learning"","" Human Learning"","" Machine Learning"","" Algorithms"","" Machine Learning Algorithms"","" Network Model"","" Natural Language Processing"","" Probability & Statistics"","" Regression"","" Python Programming""}",4.7,3400.0,1,14,0.0,Introduction Machine Learning
Write Your First Novel,"{""(285 reviews)""}",4.3,285.0,0,135,0.0,Write Novel
Supply Chain Logistics,"{"" Continuous Delivery"","" Inventory Management"","" Leadership and Management"","" Material Handling"","" Operations Management"","" Planning"","" Shipping and Receiving"","" Supplier Relationship Management"","" Supply Chain Systems"","" Supply Chain and Logistics"","" Transportation Operations Management"","" Warehouse Management""}",4.8,10200.0,0,14,0.0,Supply Chain Logistics
Business Sustainability in the Circular Economy,"{""(164 reviews)""}",4.5,164.0,0,14,0.0,Business Sustainability Circular Economy
.NET FullStack Developer,"{"" Computer Programming"","" Javascript"","" React (web framework)""}",4.3,60.0,1,60,0.0,NET FullStack Developer
Essentials in Clinical Simulations Across the Health Professions,"{"" Training""}",4.8,967.0,1,60,0.0,Essentials Clinical Simulations Health Professions
